Section,Key,Value
Summary,sport,boxing
Summary,overall_score,76.2
Summary,total_frames,335
Summary,errors,No pose detected; Right knee alignment could improve; Left knee alignment could improve
Summary,recommendations,Wall sit

Frame,overall_score,is_correct,movement_correct,errors,joint_scores
208,86.5,True,True,Left knee alignment could improve,left_knee:34; right_knee:98; shoulders:96; hips:99; left_elbow:98; right_elbow:94
209,81.0,True,True,Left knee alignment could improve,left_knee:15; right_knee:95; shoulders:98; hips:98; left_elbow:98; right_elbow:82
210,77.7,True,True,Left knee alignment could improve,left_knee:12; right_knee:83; shoulders:97; hips:99; left_elbow:98; right_elbow:77
211,74.3,True,True,Left knee alignment could improve,left_knee:4; right_knee:83; shoulders:97; hips:99; left_elbow:97; right_elbow:67
212,80.3,True,True,Left knee alignment could improve,left_knee:39; right_knee:73; shoulders:95; hips:99; left_elbow:93; right_elbow:83
213,79.6,True,True,Left knee alignment could improve,left_knee:29; right_knee:75; shoulders:93; hips:99; left_elbow:91; right_elbow:90
214,86.5,True,True,Left knee alignment could improve,left_knee:61; right_knee:80; shoulders:93; hips:99; left_elbow:91; right_elbow:95
215,84.0,True,True,Left knee alignment could improve,left_knee:59; right_knee:71; shoulders:92; hips:99; left_elbow:91; right_elbow:92
216,86.4,True,True,Right knee alignment could improve,left_knee:79; right_knee:61; shoulders:94; hips:99; left_elbow:94; right_elbow:91
217,85.4,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:67; right_knee:67; shoulders:93; hips:99; left_elbow:95; right_elbow:91
218,78.3,True,True,Right knee alignment could improve,left_knee:79; right_knee:30; shoulders:93; hips:99; left_elbow:94; right_elbow:74
219,80.3,True,True,Right knee alignment could improve,left_knee:88; right_knee:33; shoulders:92; hips:99; left_elbow:95; right_elbow:74
220,68.6,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:50; right_knee:0; shoulders:90; hips:99; left_elbow:96; right_elbow:77
221,68.3,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:47; right_knee:0; shoulders:91; hips:100; left_elbow:98; right_elbow:74
222,65.3,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:37; right_knee:0; shoulders:90; hips:99; left_elbow:93; right_elbow:73
223,68.9,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:37; right_knee:0; shoulders:94; hips:98; left_elbow:91; right_elbow:94
224,68.1,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:30; right_knee:0; shoulders:98; hips:99; left_elbow:84; right_elbow:98
225,67.1,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:24; right_knee:0; shoulders:100; hips:98; left_elbow:87; right_elbow:94
226,64.8,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:0; right_knee:7; shoulders:97; hips:100; left_elbow:98; right_elbow:86
227,66.8,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:0; right_knee:20; shoulders:96; hips:100; left_elbow:96; right_elbow:90
228,70.3,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:25; right_knee:22; shoulders:98; hips:96; left_elbow:88; right_elbow:93
229,73.0,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:26; right_knee:27; shoulders:98; hips:96; left_elbow:95; right_elbow:94
230,78.1,True,True,Right knee alignment could improve,left_knee:91; right_knee:25; shoulders:98; hips:96; left_elbow:70; right_elbow:89
231,82.4,True,True,Right knee alignment could improve,left_knee:98; right_knee:22; shoulders:100; hips:99; left_elbow:88; right_elbow:88
232,76.3,True,True,Right knee alignment could improve,left_knee:85; right_knee:15; shoulders:93; hips:99; left_elbow:73; right_elbow:93
233,74.8,True,True,Right knee alignment could improve,left_knee:82; right_knee:3; shoulders:94; hips:98; left_elbow:86; right_elbow:85
234,77.5,True,True,Left knee alignment could improve,left_knee:68; right_knee:84; shoulders:87; hips:92; left_elbow:59; right_elbow:75
235,78.4,True,True,,left_knee:72; right_knee:76; shoulders:84; hips:94; left_elbow:59; right_elbow:86
236,83.3,True,True,,left_knee:82; right_knee:96; shoulders:80; hips:94; left_elbow:64; right_elbow:84
237,82.1,True,True,,left_knee:79; right_knee:96; shoulders:80; hips:93; left_elbow:63; right_elbow:81
238,78.2,True,True,,left_knee:89; right_knee:76; shoulders:86; hips:95; left_elbow:58; right_elbow:66
239,81.9,True,True,,left_knee:97; right_knee:88; shoulders:88; hips:95; left_elbow:58; right_elbow:65
240,81.9,True,True,,left_knee:98; right_knee:92; shoulders:90; hips:96; left_elbow:55; right_elbow:61
241,78.2,True,True,Right knee alignment could improve,left_knee:82; right_knee:62; shoulders:94; hips:99; left_elbow:64; right_elbow:67
242,80.0,True,True,Right knee alignment could improve,left_knee:79; right_knee:61; shoulders:96; hips:100; left_elbow:76; right_elbow:69
243,78.3,True,True,Right knee alignment could improve,left_knee:86; right_knee:38; shoulders:97; hips:99; left_elbow:80; right_elbow:68
244,78.6,True,True,Right knee alignment could improve,left_knee:84; right_knee:42; shoulders:99; hips:98; left_elbow:82; right_elbow:67
245,86.5,True,True,,left_knee:100; right_knee:93; shoulders:98; hips:98; left_elbow:64; right_elbow:65
246,79.3,True,True,Right knee alignment could improve,left_knee:93; right_knee:45; shoulders:98; hips:100; left_elbow:76; right_elbow:64
247,74.8,True,True,Right knee alignment could improve,left_knee:77; right_knee:39; shoulders:94; hips:99; left_elbow:78; right_elbow:62
248,76.6,True,True,Right knee alignment could improve,left_knee:87; right_knee:36; shoulders:93; hips:99; left_elbow:83; right_elbow:62
249,84.2,True,True,Right knee alignment could improve,left_knee:80; right_knee:63; shoulders:93; hips:94; left_elbow:95; right_elbow:80
250,81.4,True,True,Right knee alignment could improve,left_knee:77; right_knee:61; shoulders:93; hips:93; left_elbow:96; right_elbow:69
251,85.5,True,True,,left_knee:82; right_knee:91; shoulders:93; hips:95; left_elbow:90; right_elbow:61
252,89.3,True,True,,left_knee:92; right_knee:89; shoulders:94; hips:96; left_elbow:94; right_elbow:70
253,75.5,True,True,Right knee alignment could improve,left_knee:81; right_knee:42; shoulders:95; hips:95; left_elbow:82; right_elbow:58
254,77.6,True,True,Right knee alignment could improve,left_knee:88; right_knee:40; shoulders:95; hips:96; left_elbow:89; right_elbow:58
255,76.3,True,True,Right knee alignment could improve,left_knee:100; right_knee:39; shoulders:96; hips:96; left_elbow:69; right_elbow:57
256,73.9,True,True,Right knee alignment could improve,left_knee:99; right_knee:29; shoulders:97; hips:97; left_elbow:64; right_elbow:57
257,80.3,True,True,Right knee alignment could improve,left_knee:86; right_knee:65; shoulders:96; hips:99; left_elbow:78; right_elbow:58
258,83.1,True,True,,left_knee:91; right_knee:72; shoulders:97; hips:99; left_elbow:81; right_elbow:59
259,86.5,True,True,,left_knee:92; right_knee:77; shoulders:94; hips:100; left_elbow:94; right_elbow:62
260,85.9,True,True,,left_knee:90; right_knee:80; shoulders:95; hips:99; left_elbow:88; right_elbow:62
261,88.3,True,True,,left_knee:93; right_knee:86; shoulders:97; hips:97; left_elbow:69; right_elbow:86
262,80.4,True,True,,left_knee:72; right_knee:72; shoulders:99; hips:99; left_elbow:64; right_elbow:76
263,85.7,True,True,,left_knee:96; right_knee:88; shoulders:100; hips:100; left_elbow:60; right_elbow:71
264,85.6,True,True,,left_knee:81; right_knee:89; shoulders:100; hips:100; left_elbow:77; right_elbow:67
265,85.3,True,True,,left_knee:78; right_knee:99; shoulders:100; hips:100; left_elbow:77; right_elbow:58
266,82.5,True,True,,left_knee:71; right_knee:89; shoulders:99; hips:99; left_elbow:80; right_elbow:57
267,84.0,True,True,,left_knee:76; right_knee:88; shoulders:98; hips:99; left_elbow:84; right_elbow:59
268,85.0,True,True,,left_knee:78; right_knee:95; shoulders:97; hips:98; left_elbow:85; right_elbow:56
269,86.0,True,True,,left_knee:82; right_knee:96; shoulders:96; hips:98; left_elbow:88; right_elbow:55
270,89.0,True,True,,left_knee:97; right_knee:98; shoulders:95; hips:97; left_elbow:92; right_elbow:56
271,89.1,True,True,,left_knee:99; right_knee:94; shoulders:94; hips:97; left_elbow:94; right_elbow:56
272,88.6,True,True,,left_knee:99; right_knee:91; shoulders:94; hips:96; left_elbow:95; right_elbow:56
273,88.5,True,True,,left_knee:91; right_knee:98; shoulders:93; hips:96; left_elbow:97; right_elbow:56
274,85.7,True,True,,left_knee:98; right_knee:72; shoulders:94; hips:97; left_elbow:92; right_elbow:61
275,83.5,True,True,Right knee alignment could improve,left_knee:99; right_knee:57; shoulders:93; hips:98; left_elbow:95; right_elbow:59
276,75.6,True,True,Right knee alignment could improve,left_knee:94; right_knee:0; shoulders:93; hips:99; left_elbow:98; right_elbow:69
277,75.6,True,True,Right knee alignment could improve,left_knee:92; right_knee:0; shoulders:94; hips:100; left_elbow:98; right_elbow:70
278,72.3,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:67; right_knee:0; shoulders:93; hips:99; left_elbow:95; right_elbow:80
279,72.0,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:61; right_knee:0; shoulders:91; hips:98; left_elbow:98; right_elbow:83
280,79.6,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:57; right_knee:37; shoulders:91; hips:98; left_elbow:100; right_elbow:94
281,86.6,True,True,Right knee alignment could improve,left_knee:75; right_knee:61; shoulders:91; hips:100; left_elbow:99; right_elbow:94
282,91.1,True,True,,left_knee:75; right_knee:92; shoulders:91; hips:99; left_elbow:98; right_elbow:91
283,87.7,True,True,Left knee alignment could improve,left_knee:55; right_knee:89; shoulders:90; hips:99; left_elbow:99; right_elbow:94
284,89.0,True,True,Left knee alignment could improve,left_knee:53; right_knee:99; shoulders:89; hips:99; left_elbow:98; right_elbow:96
285,89.3,True,True,Left knee alignment could improve,left_knee:61; right_knee:93; shoulders:92; hips:99; left_elbow:99; right_elbow:91
286,90.1,True,True,Left knee alignment could improve,left_knee:60; right_knee:99; shoulders:93; hips:100; left_elbow:98; right_elbow:91
287,93.4,True,True,,left_knee:85; right_knee:99; shoulders:93; hips:99; left_elbow:95; right_elbow:89
288,93.4,True,True,,left_knee:93; right_knee:99; shoulders:91; hips:99; left_elbow:95; right_elbow:84
289,91.0,True,True,,left_knee:90; right_knee:91; shoulders:92; hips:98; left_elbow:91; right_elbow:83
290,90.0,True,True,,left_knee:89; right_knee:88; shoulders:90; hips:98; left_elbow:91; right_elbow:83
291,89.6,True,True,,left_knee:86; right_knee:87; shoulders:91; hips:98; left_elbow:91; right_elbow:85
292,87.9,True,True,,left_knee:80; right_knee:84; shoulders:91; hips:98; left_elbow:90; right_elbow:84
293,87.9,True,True,,left_knee:80; right_knee:84; shoulders:90; hips:98; left_elbow:89; right_elbow:86
294,90.0,True,True,,left_knee:84; right_knee:83; shoulders:91; hips:98; left_elbow:93; right_elbow:91
295,89.3,True,True,,left_knee:80; right_knee:84; shoulders:90; hips:98; left_elbow:92; right_elbow:91
296,93.9,True,True,,left_knee:96; right_knee:86; shoulders:91; hips:98; left_elbow:96; right_elbow:96
297,94.3,True,True,,left_knee:99; right_knee:83; shoulders:91; hips:98; left_elbow:96; right_elbow:98
298,86.4,True,True,Right knee alignment could improve,left_knee:97; right_knee:37; shoulders:92; hips:98; left_elbow:99; right_elbow:95
299,84.9,True,True,Right knee alignment could improve,left_knee:94; right_knee:32; shoulders:92; hips:98; left_elbow:99; right_elbow:95
300,80.2,True,True,Right knee alignment could improve,left_knee:94; right_knee:7; shoulders:93; hips:99; left_elbow:98; right_elbow:91
301,77.8,True,True,Right knee alignment could improve,left_knee:85; right_knee:6; shoulders:93; hips:99; left_elbow:96; right_elbow:87
302,75.3,True,True,Right knee alignment could improve,left_knee:78; right_knee:0; shoulders:90; hips:99; left_elbow:96; right_elbow:89
303,74.0,True,True,Right knee alignment could improve,left_knee:75; right_knee:0; shoulders:90; hips:99; left_elbow:96; right_elbow:85
304,71.1,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:55; right_knee:0; shoulders:89; hips:100; left_elbow:100; right_elbow:82
305,71.9,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:58; right_knee:0; shoulders:92; hips:100; left_elbow:98; right_elbow:84
306,75.0,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:68; right_knee:8; shoulders:91; hips:99; left_elbow:97; right_elbow:87
307,72.6,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:69; right_knee:8; shoulders:92; hips:99; left_elbow:97; right_elbow:70
308,72.9,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:56; right_knee:22; shoulders:92; hips:97; left_elbow:91; right_elbow:80
309,71.8,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:51; right_knee:26; shoulders:91; hips:97; left_elbow:92; right_elbow:73
310,62.0,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:7; right_knee:15; shoulders:92; hips:98; left_elbow:95; right_elbow:66
311,60.7,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:4; right_knee:13; shoulders:91; hips:98; left_elbow:95; right_elbow:65
312,64.7,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:0; right_knee:29; shoulders:90; hips:97; left_elbow:97; right_elbow:74
313,66.5,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:0; right_knee:28; shoulders:90; hips:97; left_elbow:97; right_elbow:87
314,70.1,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:13; right_knee:37; shoulders:90; hips:97; left_elbow:99; right_elbow:85
315,82.8,True,True,Right knee alignment could improve,left_knee:78; right_knee:49; shoulders:88; hips:96; left_elbow:99; right_elbow:86
316,83.2,True,True,Right knee alignment could improve,left_knee:79; right_knee:54; shoulders:88; hips:96; left_elbow:96; right_elbow:85
317,74.5,True,True,Right knee alignment could improve,left_knee:96; right_knee:0; shoulders:94; hips:98; left_elbow:96; right_elbow:64
318,77.5,True,True,Right knee alignment could improve,left_knee:90; right_knee:0; shoulders:96; hips:99; left_elbow:97; right_elbow:84
319,75.9,True,True,Right knee alignment could improve,left_knee:98; right_knee:0; shoulders:95; hips:98; left_elbow:89; right_elbow:75
320,75.8,True,True,Right knee alignment could improve,left_knee:97; right_knee:0; shoulders:97; hips:97; left_elbow:89; right_elbow:75
321,70.7,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:67; right_knee:0; shoulders:99; hips:96; left_elbow:87; right_elbow:75
322,70.8,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:69; right_knee:0; shoulders:99; hips:96; left_elbow:89; right_elbow:72
323,78.5,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:63; right_knee:57; shoulders:94; hips:94; left_elbow:93; right_elbow:69
324,80.3,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:65; right_knee:70; shoulders:93; hips:93; left_elbow:92; right_elbow:68
325,77.6,True,True,Right knee alignment could improve,left_knee:73; right_knee:55; shoulders:93; hips:93; left_elbow:93; right_elbow:58
326,81.3,True,True,Right knee alignment could improve,left_knee:72; right_knee:61; shoulders:90; hips:92; left_elbow:91; right_elbow:80
327,79.5,True,True,Right knee alignment could improve,left_knee:98; right_knee:52; shoulders:87; hips:88; left_elbow:87; right_elbow:64
328,76.8,True,True,Right knee alignment could improve,left_knee:89; right_knee:44; shoulders:86; hips:86; left_elbow:88; right_elbow:67
329,83.0,True,True,,left_knee:92; right_knee:81; shoulders:85; hips:87; left_elbow:85; right_elbow:68
330,83.2,True,True,,left_knee:83; right_knee:90; shoulders:84; hips:89; left_elbow:81; right_elbow:72
331,66.8,False,False,Left knee alignment could improve,left_knee:13; right_knee:92; shoulders:84; hips:90; left_elbow:57; right_elbow:65
332,66.5,False,False,Left knee alignment could improve,left_knee:6; right_knee:94; shoulders:84; hips:92; left_elbow:57; right_elbow:66
333,55.8,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:4; right_knee:0; shoulders:92; hips:99; left_elbow:69; right_elbow:71
334,57.0,False,False,Left knee alignment could improve; Right knee alignment could improve,left_knee:0; right_knee:0; shoulders:94; hips:100; left_elbow:75; right_elbow:73
