Section,Key,Value
Summary,sport,football
Summary,movement,kick
Summary,overall_score,69.2
Summary,total_frames,335
Summary,errors,Poor left hip extension; Left knee valgus - knee collapsing inward; Limited rotation; No pose detected; Poor right hip extension; Unstable posture; Right knee valgus - knee collapsing inward
Summary,recommendations,Hip bridge; Wall sit; Seated torso twist; Single-leg stance

Frame,overall_score,is_correct,movement_correct,errors,joint_scores
196,72.2,True,True,Right knee valgus - knee collapsing inward,left_knee:73; right_knee:4; shoulders:95; hips:98; ankles:94; left_elbow:74; right_elbow:97
197,79.4,True,True,,left_knee:22; right_knee:91; shoulders:99; hips:98; ankles:99; left_elbow:98; right_elbow:55
198,61.1,False,False,Right knee valgus - knee collapsing inward,left_knee:20; right_knee:17; shoulders:92; hips:95; ankles:92; left_elbow:96; right_elbow:68
199,69.5,False,False,Right knee valgus - knee collapsing inward,left_knee:85; right_knee:23; shoulders:91; hips:96; ankles:92; left_elbow:74; right_elbow:60
200,67.4,False,False,Right knee valgus - knee collapsing inward,left_knee:88; right_knee:21; shoulders:90; hips:95; ankles:97; left_elbow:69; right_elbow:58
201,67.7,False,False,Right knee valgus - knee collapsing inward,left_knee:56; right_knee:43; shoulders:90; hips:94; ankles:100; left_elbow:72; right_elbow:66
202,69.9,False,False,Right knee valgus - knee collapsing inward,left_knee:68; right_knee:39; shoulders:89; hips:94; ankles:99; left_elbow:70; right_elbow:67
203,0.0,False,False,No pose detected,
204,63.7,False,False,Left knee valgus - knee collapsing inward,left_knee:42; right_knee:0; shoulders:93; hips:100; ankles:74; left_elbow:96; right_elbow:86
205,68.2,False,False,Left knee valgus - knee collapsing inward,left_knee:47; right_knee:7; shoulders:93; hips:99; ankles:83; left_elbow:96; right_elbow:90
206,79.2,True,True,Left knee valgus - knee collapsing inward,left_knee:49; right_knee:56; shoulders:94; hips:99; ankles:93; left_elbow:98; right_elbow:92
207,81.8,True,True,Left knee valgus - knee collapsing inward,left_knee:43; right_knee:69; shoulders:94; hips:99; ankles:93; left_elbow:98; right_elbow:90
208,89.2,True,True,Left knee valgus - knee collapsing inward,left_knee:34; right_knee:98; shoulders:96; hips:99; ankles:95; left_elbow:98; right_elbow:94
209,83.1,True,True,Left knee valgus - knee collapsing inward,left_knee:15; right_knee:95; shoulders:98; hips:98; ankles:91; left_elbow:98; right_elbow:82
210,77.9,True,True,Left knee valgus - knee collapsing inward,left_knee:12; right_knee:83; shoulders:97; hips:99; ankles:86; left_elbow:98; right_elbow:77
211,72.4,True,True,Left knee valgus - knee collapsing inward,left_knee:4; right_knee:83; shoulders:97; hips:99; ankles:84; left_elbow:97; right_elbow:67
212,73.9,True,True,Left knee valgus - knee collapsing inward,left_knee:39; right_knee:73; shoulders:95; hips:99; ankles:88; left_elbow:93; right_elbow:83
213,72.8,True,True,Left knee valgus - knee collapsing inward,left_knee:29; right_knee:75; shoulders:93; hips:99; ankles:91; left_elbow:91; right_elbow:90
214,77.0,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:80; shoulders:93; hips:99; ankles:99; left_elbow:91; right_elbow:95
215,74.4,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:71; shoulders:92; hips:99; ankles:99; left_elbow:91; right_elbow:92
216,73.0,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:61; shoulders:94; hips:99; ankles:87; left_elbow:94; right_elbow:91
217,73.4,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:67; shoulders:93; hips:99; ankles:92; left_elbow:95; right_elbow:91
218,65.9,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:30; shoulders:93; hips:99; ankles:80; left_elbow:94; right_elbow:74
219,65.5,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:33; shoulders:92; hips:99; ankles:77; left_elbow:95; right_elbow:74
220,65.4,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:0; shoulders:90; hips:99; ankles:79; left_elbow:96; right_elbow:77
221,65.1,False,False,Left knee valgus - knee collapsing inward,left_knee:47; right_knee:0; shoulders:91; hips:100; ankles:77; left_elbow:98; right_elbow:74
222,67.7,False,False,Left knee valgus - knee collapsing inward,left_knee:37; right_knee:0; shoulders:90; hips:99; ankles:76; left_elbow:93; right_elbow:73
223,69.7,False,False,Left knee valgus - knee collapsing inward,left_knee:37; right_knee:0; shoulders:94; hips:98; ankles:75; left_elbow:91; right_elbow:94
224,66.6,False,False,Left knee valgus - knee collapsing inward,left_knee:30; right_knee:0; shoulders:98; hips:99; ankles:74; left_elbow:84; right_elbow:98
225,59.5,False,False,Left knee valgus - knee collapsing inward,left_knee:24; right_knee:0; shoulders:100; hips:98; ankles:74; left_elbow:87; right_elbow:94
226,68.0,False,False,Left knee valgus - knee collapsing inward,left_knee:0; right_knee:7; shoulders:97; hips:100; ankles:87; left_elbow:98; right_elbow:86
227,70.6,True,True,Left knee valgus - knee collapsing inward,left_knee:0; right_knee:20; shoulders:96; hips:100; ankles:93; left_elbow:96; right_elbow:90
228,67.2,False,False,Left knee valgus - knee collapsing inward,left_knee:25; right_knee:22; shoulders:98; hips:96; ankles:81; left_elbow:88; right_elbow:93
229,66.0,False,False,Left knee valgus - knee collapsing inward,left_knee:26; right_knee:27; shoulders:98; hips:96; ankles:79; left_elbow:95; right_elbow:94
230,65.3,False,False,Left knee valgus - knee collapsing inward; Unstable posture,left_knee:50; right_knee:25; shoulders:98; hips:96; ankles:61; left_elbow:70; right_elbow:89
231,75.0,True,True,Unstable posture,left_knee:98; right_knee:22; shoulders:100; hips:99; ankles:59; left_elbow:88; right_elbow:88
232,63.3,False,False,Left knee valgus - knee collapsing inward; Unstable posture,left_knee:50; right_knee:15; shoulders:93; hips:99; ankles:53; left_elbow:73; right_elbow:93
233,61.6,False,False,Left knee valgus - knee collapsing inward; Unstable posture,left_knee:50; right_knee:3; shoulders:94; hips:98; ankles:53; left_elbow:86; right_elbow:85
234,63.9,False,False,Left knee valgus - knee collapsing inward; Unstable posture,left_knee:50; right_knee:84; shoulders:87; hips:92; ankles:64; left_elbow:59; right_elbow:75
235,65.7,False,False,Left knee valgus - knee collapsing inward; Unstable posture,left_knee:50; right_knee:76; shoulders:84; hips:94; ankles:63; left_elbow:59; right_elbow:86
236,67.8,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:96; shoulders:80; hips:94; ankles:71; left_elbow:64; right_elbow:84
237,67.6,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:96; shoulders:80; hips:93; ankles:71; left_elbow:63; right_elbow:81
238,63.9,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:76; shoulders:86; hips:95; ankles:69; left_elbow:58; right_elbow:66
239,71.7,True,True,,left_knee:97; right_knee:88; shoulders:88; hips:95; ankles:67; left_elbow:58; right_elbow:65
240,70.0,True,True,,left_knee:98; right_knee:92; shoulders:90; hips:96; ankles:68; left_elbow:55; right_elbow:61
241,69.6,False,False,Unstable posture,left_knee:82; right_knee:62; shoulders:94; hips:99; ankles:63; left_elbow:64; right_elbow:67
242,72.2,True,True,Unstable posture,left_knee:79; right_knee:61; shoulders:96; hips:100; ankles:62; left_elbow:76; right_elbow:69
243,69.3,False,False,Right knee valgus - knee collapsing inward,left_knee:86; right_knee:38; shoulders:97; hips:99; ankles:71; left_elbow:80; right_elbow:68
244,70.3,True,True,Right knee valgus - knee collapsing inward; Limited rotation,left_knee:84; right_knee:42; shoulders:99; hips:98; ankles:74; left_elbow:82; right_elbow:67
245,86.5,True,True,,left_knee:100; right_knee:93; shoulders:98; hips:98; ankles:86; left_elbow:64; right_elbow:65
246,71.7,True,True,Right knee valgus - knee collapsing inward,left_knee:93; right_knee:45; shoulders:98; hips:100; ankles:98; left_elbow:76; right_elbow:64
247,68.2,False,False,Right knee valgus - knee collapsing inward,left_knee:77; right_knee:39; shoulders:94; hips:99; ankles:92; left_elbow:78; right_elbow:62
248,70.5,True,True,Right knee valgus - knee collapsing inward,left_knee:87; right_knee:36; shoulders:93; hips:99; ankles:96; left_elbow:83; right_elbow:62
249,72.8,True,True,Right knee valgus - knee collapsing inward,left_knee:80; right_knee:50; shoulders:93; hips:94; ankles:90; left_elbow:95; right_elbow:80
250,69.9,False,False,Right knee valgus - knee collapsing inward,left_knee:77; right_knee:50; shoulders:93; hips:93; ankles:83; left_elbow:96; right_elbow:69
251,74.9,True,True,,left_knee:82; right_knee:91; shoulders:93; hips:95; ankles:86; left_elbow:90; right_elbow:61
252,78.4,True,True,,left_knee:92; right_knee:89; shoulders:94; hips:96; ankles:92; left_elbow:94; right_elbow:70
253,68.8,False,False,Right knee valgus - knee collapsing inward,left_knee:81; right_knee:42; shoulders:95; hips:95; ankles:97; left_elbow:82; right_elbow:58
254,69.9,False,False,Right knee valgus - knee collapsing inward,left_knee:88; right_knee:40; shoulders:95; hips:96; ankles:93; left_elbow:89; right_elbow:58
255,68.5,False,False,Right knee valgus - knee collapsing inward,left_knee:100; right_knee:39; shoulders:96; hips:96; ankles:90; left_elbow:69; right_elbow:57
256,66.6,False,False,Right knee valgus - knee collapsing inward,left_knee:99; right_knee:29; shoulders:97; hips:97; ankles:89; left_elbow:64; right_elbow:57
257,70.0,False,False,Right knee valgus - knee collapsing inward,left_knee:86; right_knee:50; shoulders:96; hips:99; ankles:91; left_elbow:78; right_elbow:58
258,72.1,True,True,Right knee valgus - knee collapsing inward,left_knee:91; right_knee:50; shoulders:97; hips:99; ankles:91; left_elbow:81; right_elbow:59
259,78.2,True,True,,left_knee:92; right_knee:77; shoulders:94; hips:100; ankles:99; left_elbow:94; right_elbow:62
260,78.2,True,True,,left_knee:90; right_knee:80; shoulders:95; hips:99; ankles:99; left_elbow:88; right_elbow:62
261,79.9,True,True,,left_knee:93; right_knee:86; shoulders:97; hips:97; ankles:97; left_elbow:69; right_elbow:86
262,69.4,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:72; shoulders:99; hips:99; ankles:96; left_elbow:64; right_elbow:76
263,76.4,True,True,,left_knee:96; right_knee:88; shoulders:100; hips:100; ankles:97; left_elbow:60; right_elbow:71
264,77.4,True,True,,left_knee:81; right_knee:89; shoulders:100; hips:100; ankles:98; left_elbow:77; right_elbow:67
265,76.6,True,True,,left_knee:78; right_knee:99; shoulders:100; hips:100; ankles:98; left_elbow:77; right_elbow:58
266,75.5,True,True,,left_knee:71; right_knee:89; shoulders:99; hips:99; ankles:95; left_elbow:80; right_elbow:57
267,76.1,True,True,,left_knee:76; right_knee:88; shoulders:98; hips:99; ankles:95; left_elbow:84; right_elbow:59
268,77.5,True,True,,left_knee:78; right_knee:95; shoulders:97; hips:98; ankles:93; left_elbow:85; right_elbow:56
269,78.1,True,True,,left_knee:82; right_knee:96; shoulders:96; hips:98; ankles:93; left_elbow:88; right_elbow:55
270,79.1,True,True,,left_knee:97; right_knee:98; shoulders:95; hips:97; ankles:94; left_elbow:92; right_elbow:56
271,79.0,True,True,,left_knee:99; right_knee:94; shoulders:94; hips:97; ankles:94; left_elbow:94; right_elbow:56
272,78.8,True,True,,left_knee:99; right_knee:91; shoulders:94; hips:96; ankles:99; left_elbow:95; right_elbow:56
273,78.8,True,True,Limited rotation,left_knee:91; right_knee:98; shoulders:93; hips:96; ankles:100; left_elbow:97; right_elbow:56
274,75.8,True,True,Limited rotation,left_knee:98; right_knee:72; shoulders:94; hips:97; ankles:92; left_elbow:92; right_elbow:61
275,73.7,True,True,Limited rotation,left_knee:99; right_knee:57; shoulders:93; hips:98; ankles:89; left_elbow:95; right_elbow:59
276,66.2,False,False,,left_knee:94; right_knee:0; shoulders:93; hips:99; ankles:72; left_elbow:98; right_elbow:69
277,65.9,False,False,,left_knee:92; right_knee:0; shoulders:94; hips:100; ankles:69; left_elbow:98; right_elbow:70
278,63.7,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:0; shoulders:93; hips:99; ankles:78; left_elbow:95; right_elbow:80
279,64.7,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:0; shoulders:91; hips:98; ankles:81; left_elbow:98; right_elbow:83
280,72.7,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:37; shoulders:91; hips:98; ankles:93; left_elbow:100; right_elbow:94
281,77.5,True,True,,left_knee:75; right_knee:61; shoulders:91; hips:100; ankles:100; left_elbow:99; right_elbow:94
282,76.4,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:92; shoulders:91; hips:99; ankles:89; left_elbow:98; right_elbow:91
283,76.9,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:89; shoulders:90; hips:99; ankles:89; left_elbow:99; right_elbow:94
284,78.8,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:99; shoulders:89; hips:99; ankles:90; left_elbow:98; right_elbow:96
285,77.4,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:93; shoulders:92; hips:99; ankles:89; left_elbow:99; right_elbow:91
286,78.0,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:99; shoulders:93; hips:100; ankles:87; left_elbow:98; right_elbow:91
287,81.3,True,True,,left_knee:85; right_knee:99; shoulders:93; hips:99; ankles:88; left_elbow:95; right_elbow:89
288,81.7,True,True,,left_knee:93; right_knee:99; shoulders:91; hips:99; ankles:89; left_elbow:95; right_elbow:84
289,80.6,True,True,,left_knee:90; right_knee:91; shoulders:92; hips:98; ankles:93; left_elbow:91; right_elbow:83
290,80.3,True,True,,left_knee:89; right_knee:88; shoulders:90; hips:98; ankles:94; left_elbow:91; right_elbow:83
291,80.5,True,True,,left_knee:86; right_knee:87; shoulders:91; hips:98; ankles:98; left_elbow:91; right_elbow:85
292,79.0,True,True,,left_knee:80; right_knee:84; shoulders:91; hips:98; ankles:99; left_elbow:90; right_elbow:84
293,78.9,True,True,,left_knee:80; right_knee:84; shoulders:90; hips:98; ankles:99; left_elbow:89; right_elbow:86
294,79.6,True,True,,left_knee:84; right_knee:83; shoulders:91; hips:98; ankles:94; left_elbow:93; right_elbow:91
295,78.9,True,True,,left_knee:80; right_knee:84; shoulders:90; hips:98; ankles:94; left_elbow:92; right_elbow:91
296,82.3,True,True,,left_knee:96; right_knee:86; shoulders:91; hips:98; ankles:92; left_elbow:96; right_elbow:96
297,82.6,True,True,,left_knee:99; right_knee:83; shoulders:91; hips:98; ankles:92; left_elbow:96; right_elbow:98
298,76.0,True,True,,left_knee:97; right_knee:37; shoulders:92; hips:98; ankles:89; left_elbow:99; right_elbow:95
299,74.8,True,True,,left_knee:94; right_knee:32; shoulders:92; hips:98; ankles:88; left_elbow:99; right_elbow:95
300,70.2,True,True,Poor right hip extension,left_knee:94; right_knee:7; shoulders:93; hips:99; ankles:84; left_elbow:98; right_elbow:91
301,64.6,False,False,Left knee valgus - knee collapsing inward; Poor right hip extension,left_knee:50; right_knee:6; shoulders:93; hips:99; ankles:84; left_elbow:96; right_elbow:87
302,65.9,False,False,Left knee valgus - knee collapsing inward; Poor right hip extension,left_knee:50; right_knee:0; shoulders:90; hips:99; ankles:85; left_elbow:96; right_elbow:89
303,65.6,False,False,Left knee valgus - knee collapsing inward; Poor right hip extension,left_knee:50; right_knee:0; shoulders:90; hips:99; ankles:85; left_elbow:96; right_elbow:85
304,69.7,False,False,Left knee valgus - knee collapsing inward; Poor right hip extension,left_knee:50; right_knee:0; shoulders:89; hips:100; ankles:85; left_elbow:100; right_elbow:82
305,69.8,False,False,Left knee valgus - knee collapsing inward; Poor right hip extension,left_knee:50; right_knee:0; shoulders:92; hips:100; ankles:85; left_elbow:98; right_elbow:84
306,77.2,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:8; shoulders:91; hips:99; ankles:99; left_elbow:97; right_elbow:87
307,72.6,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:8; shoulders:92; hips:99; ankles:99; left_elbow:97; right_elbow:70
308,73.0,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:22; shoulders:92; hips:97; ankles:91; left_elbow:91; right_elbow:80
309,73.0,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:26; shoulders:91; hips:97; ankles:89; left_elbow:92; right_elbow:73
310,67.1,False,False,Left knee valgus - knee collapsing inward,left_knee:7; right_knee:15; shoulders:92; hips:98; ankles:86; left_elbow:95; right_elbow:66
311,65.6,False,False,Left knee valgus - knee collapsing inward,left_knee:4; right_knee:13; shoulders:91; hips:98; ankles:85; left_elbow:95; right_elbow:65
312,63.9,False,False,Left knee valgus - knee collapsing inward,left_knee:0; right_knee:29; shoulders:90; hips:97; ankles:87; left_elbow:97; right_elbow:74
313,65.1,False,False,Left knee valgus - knee collapsing inward,left_knee:0; right_knee:28; shoulders:90; hips:97; ankles:87; left_elbow:97; right_elbow:87
314,67.7,False,False,Left knee valgus - knee collapsing inward,left_knee:13; right_knee:37; shoulders:90; hips:97; ankles:97; left_elbow:99; right_elbow:85
315,70.8,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:49; shoulders:88; hips:96; ankles:88; left_elbow:99; right_elbow:86
316,69.7,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:54; shoulders:88; hips:96; ankles:88; left_elbow:96; right_elbow:85
317,64.2,False,False,,left_knee:96; right_knee:0; shoulders:94; hips:98; ankles:66; left_elbow:96; right_elbow:64
318,61.3,False,False,Left knee valgus - knee collapsing inward; Unstable posture,left_knee:50; right_knee:0; shoulders:96; hips:99; ankles:63; left_elbow:97; right_elbow:84
319,63.3,False,False,Unstable posture,left_knee:98; right_knee:0; shoulders:95; hips:98; ankles:44; left_elbow:89; right_elbow:75
320,62.8,False,False,Unstable posture,left_knee:97; right_knee:0; shoulders:97; hips:97; ankles:41; left_elbow:89; right_elbow:75
321,61.4,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:0; shoulders:99; hips:96; ankles:66; left_elbow:87; right_elbow:75
322,61.3,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:0; shoulders:99; hips:96; ankles:72; left_elbow:89; right_elbow:72
323,67.4,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:57; shoulders:94; hips:94; ankles:69; left_elbow:93; right_elbow:69
324,68.9,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:70; shoulders:93; hips:93; ankles:71; left_elbow:92; right_elbow:68
325,66.7,False,False,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:55; shoulders:93; hips:93; ankles:82; left_elbow:93; right_elbow:58
326,71.1,True,True,Left knee valgus - knee collapsing inward,left_knee:50; right_knee:61; shoulders:90; hips:92; ankles:86; left_elbow:91; right_elbow:80
327,70.6,True,True,,left_knee:98; right_knee:52; shoulders:87; hips:88; ankles:74; left_elbow:87; right_elbow:64
328,68.2,False,False,,left_knee:89; right_knee:44; shoulders:86; hips:86; ankles:68; left_elbow:88; right_elbow:67
329,73.2,True,True,,left_knee:92; right_knee:81; shoulders:85; hips:87; ankles:66; left_elbow:85; right_elbow:68
330,72.7,True,True,Unstable posture,left_knee:83; right_knee:90; shoulders:84; hips:89; ankles:65; left_elbow:81; right_elbow:72
331,63.0,False,False,,left_knee:13; right_knee:92; shoulders:84; hips:90; ankles:83; left_elbow:57; right_elbow:65
332,63.5,False,False,,left_knee:6; right_knee:94; shoulders:84; hips:92; ankles:91; left_elbow:57; right_elbow:66
333,53.2,False,False,Right knee valgus - knee collapsing inward,left_knee:4; right_knee:0; shoulders:92; hips:99; ankles:91; left_elbow:69; right_elbow:71
334,58.6,False,False,Right knee valgus - knee collapsing inward,left_knee:0; right_knee:0; shoulders:94; hips:100; ankles:99; left_elbow:75; right_elbow:73
