Section,Key,Value
Summary,sport,Football (Soccer)
Summary,total_frames,335
Summary,overall_score,7.1
Summary,errors,انحراف الركبة للداخل (left) - تجنب انحراف الركبة; وضعية غير مستقرة; انحراف الركبة للداخل (right) - تجنب انحراف الركبة; لا يوجد جسم مُكتشف - تأكد من ظهور الجسم بالكامل في الإطار

Frame,overall_score,movement,errors
245,73.6,jump_header,
246,68.4,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
247,67.9,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
248,70.7,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
249,78.8,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
250,73.7,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
251,79.6,jump_header,
252,83.8,jump_header,
253,70.5,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
254,73.0,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
255,65.1,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
256,65.0,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
257,67.2,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
258,69.8,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
259,85.9,jump_header,
260,83.1,jump_header,
261,81.8,jump_header,
262,68.2,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
263,75.5,jump_header,
264,76.6,jump_header,
265,76.0,jump_header,
266,75.6,jump_header,
267,77.9,jump_header,
268,78.7,jump_header,
269,80.5,jump_header,
270,83.4,jump_header,
271,84.7,jump_header,
272,85.9,jump_header,
273,86.5,jump_header,
274,83.3,jump_header,
275,84.0,jump_header,
276,69.5,jump_header,
277,69.5,jump_header,
278,63.5,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
279,68.5,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
280,84.9,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
281,97.1,jump_header,
282,85.0,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
283,86.3,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
284,87.5,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
285,85.1,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
286,84.8,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
287,91.8,jump_header,
288,89.1,jump_header,
289,88.0,jump_header,
290,87.4,jump_header,
291,88.0,jump_header,
292,85.9,jump_header,
293,86.1,jump_header,
294,90.2,jump_header,
295,89.2,jump_header,
296,95.9,jump_header,
297,96.6,jump_header,
298,93.5,jump_header,
299,92.3,jump_header,
300,85.4,jump_header,
301,74.3,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
302,73.5,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
303,68.9,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
304,67.9,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
305,69.9,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
306,77.2,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
307,70.7,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
308,71.9,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
309,69.6,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
310,68.3,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
311,67.4,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
312,71.6,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
313,76.6,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
314,81.1,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
315,81.9,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
316,80.8,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
317,68.2,jump_header,
318,65.3,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة; وضعية غير مستقرة
319,57.1,jump_header,وضعية غير مستقرة
320,56.7,jump_header,وضعية غير مستقرة
321,55.1,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
322,55.8,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
323,70.6,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
324,70.1,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
325,72.6,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
326,75.9,jump_header,انحراف الركبة للداخل (left) - تجنب انحراف الركبة
327,76.0,jump_header,
328,73.8,jump_header,
329,73.1,jump_header,
330,71.1,jump_header,وضعية غير مستقرة
331,63.9,jump_header,
332,64.1,jump_header,
333,56.2,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
334,54.4,jump_header,انحراف الركبة للداخل (right) - تجنب انحراف الركبة
