Section,Key,Value
Summary,sport,Football (Soccer)
Summary,total_frames,90
Summary,overall_score,7.2
Summary,errors,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load); Good equipment interaction - limb near target; Unstable posture; Knee valgus (right) - keep knees aligned over toes; No body detected - ensure full body is visible in frame

Frame,overall_score,movement,errors
64,79.5,jump_header,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load)
65,88.7,jump_header,Knee angle outside safe range (landing/load)
66,87.5,jump_header,Knee angle outside safe range (landing/load)
67,81.6,jump_header,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load)
68,80.2,jump_header,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load)
69,75.7,jump_header,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load)
70,74.3,jump_header,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load)
71,72.4,jump_header,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load)
72,75.5,jump_header,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load)
73,72.8,jump_header,Knee valgus (left) - keep knees aligned over toes; Knee angle outside safe range (landing/load)
74,78.4,jump_header,Knee angle outside safe range (landing/load)
75,75.5,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
76,77.2,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
77,72.7,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
78,68.5,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
79,62.7,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
80,59.7,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
81,62.0,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
82,62.0,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
83,71.8,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
84,71.9,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
85,73.9,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
86,74.5,jump_header,Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)
87,78.0,jump_header,Knee angle outside safe range (landing/load)
88,73.6,jump_header,Knee angle outside safe range (landing/load)
89,61.8,jump_header,Knee valgus (right) - keep knees aligned over toes; Good equipment interaction - limb near target; Knee angle outside safe range (landing/load)

